Date,AAPL
2022-02-28 0:00:00,165.1199951
2022-02-25 0:00:00,164.8500061
2022-02-24 0:00:00,162.7400055
2022-02-23 0:00:00,160.0700073
2022-02-22 0:00:00,164.3200073
2022-02-18 0:00:00,167.3000031
2022-02-17 0:00:00,168.8800049
2022-02-16 0:00:00,172.5500031
2022-02-15 0:00:00,172.7899933
2022-02-14 0:00:00,168.8800049
2022-02-11 0:00:00,168.6399994
2022-02-10 0:00:00,172.1199951
2022-02-09 0:00:00,176.2799988
2022-02-08 0:00:00,174.8300018
2022-02-07 0:00:00,171.6600037
2022-02-04 0:00:00,172.3899994
2022-02-03 0:00:00,172.8999939
2022-02-02 0:00:00,175.8399963
2022-02-01 0:00:00,174.6100006
2022-01-31 0:00:00,174.7799988
2022-01-28 0:00:00,170.3300018
2022-01-27 0:00:00,159.2200012
2022-01-26 0:00:00,159.6900024
2022-01-25 0:00:00,159.7799988
2022-01-24 0:00:00,161.6199951
2022-01-21 0:00:00,162.4100037
2022-01-20 0:00:00,164.5099945
2022-01-19 0:00:00,166.2299957
2022-01-18 0:00:00,169.8000031
2022-01-14 0:00:00,173.0700073
2022-01-13 0:00:00,172.1900024
2022-01-12 0:00:00,175.5299988
2022-01-11 0:00:00,175.0800018
2022-01-10 0:00:00,172.1900024
2022-01-07 0:00:00,172.1699982
2022-01-06 0:00:00,172
2022-01-05 0:00:00,174.9199982
2022-01-04 0:00:00,179.6999969
2022-01-03 0:00:00,182.0099945
2021-12-31 0:00:00,177.5700073
2021-12-30 0:00:00,178.1999969
2021-12-29 0:00:00,179.3800049
2021-12-28 0:00:00,179.2899933
2021-12-27 0:00:00,180.3300018
2021-12-23 0:00:00,176.2799988
2021-12-22 0:00:00,175.6399994
2021-12-21 0:00:00,172.9900055
2021-12-20 0:00:00,169.75
2021-12-17 0:00:00,171.1399994
2021-12-16 0:00:00,172.2599945
2021-12-15 0:00:00,179.3000031
2021-12-14 0:00:00,174.3300018
2021-12-13 0:00:00,175.7400055
2021-12-10 0:00:00,179.4499969
2021-12-09 0:00:00,174.5599976
2021-12-08 0:00:00,175.0800018
2021-12-07 0:00:00,171.1799927
2021-12-06 0:00:00,165.3200073
2021-12-03 0:00:00,161.8399963
2021-12-02 0:00:00,163.7599945
2021-12-01 0:00:00,164.7700043
2021-11-30 0:00:00,165.3000031
2021-11-29 0:00:00,160.2400055
2021-11-26 0:00:00,156.8099976
2021-11-24 0:00:00,161.9400024
2021-11-23 0:00:00,161.4100037
2021-11-22 0:00:00,161.0200043
2021-11-19 0:00:00,160.5500031
2021-11-18 0:00:00,157.8699951
2021-11-17 0:00:00,153.4900055
2021-11-16 0:00:00,151
2021-11-15 0:00:00,150
2021-11-12 0:00:00,149.9900055
2021-11-11 0:00:00,147.8699951
2021-11-10 0:00:00,147.9199982
2021-11-09 0:00:00,150.8099976
2021-11-08 0:00:00,150.4400024
2021-11-05 0:00:00,151.2799988
2021-11-04 0:00:00,150.9600067
2021-11-03 0:00:00,151.4900055
2021-11-02 0:00:00,150.0200043
2021-11-01 0:00:00,148.9600067
2021-10-29 0:00:00,149.8000031
2021-10-28 0:00:00,152.5700073
2021-10-27 0:00:00,148.8500061
2021-10-26 0:00:00,149.3200073
2021-10-25 0:00:00,148.6399994
2021-10-22 0:00:00,148.6900024
2021-10-21 0:00:00,149.4799957
2021-10-20 0:00:00,149.2599945
2021-10-19 0:00:00,148.7599945
2021-10-18 0:00:00,146.5500031
2021-10-15 0:00:00,144.8399963
2021-10-14 0:00:00,143.7599945
2021-10-13 0:00:00,140.9100037
2021-10-12 0:00:00,141.5099945
2021-10-11 0:00:00,142.8099976
2021-10-08 0:00:00,142.8999939
2021-10-07 0:00:00,143.2899933
2021-10-06 0:00:00,142
2021-10-05 0:00:00,141.1100006
2021-10-04 0:00:00,139.1399994
2021-10-01 0:00:00,142.6499939
2021-09-30 0:00:00,141.5
2021-09-29 0:00:00,142.8300018
2021-09-28 0:00:00,141.9100037
2021-09-27 0:00:00,145.3699951
2021-09-24 0:00:00,146.9199982
2021-09-23 0:00:00,146.8300018
2021-09-22 0:00:00,145.8500061
2021-09-21 0:00:00,143.4299927
2021-09-20 0:00:00,142.9400024
2021-09-17 0:00:00,146.0599976
2021-09-16 0:00:00,148.7899933
2021-09-15 0:00:00,149.0299988
2021-09-14 0:00:00,148.1199951
2021-09-13 0:00:00,149.5500031
2021-09-10 0:00:00,148.9700012
2021-09-09 0:00:00,154.0700073
2021-09-08 0:00:00,155.1100006
2021-09-07 0:00:00,156.6900024
2021-09-03 0:00:00,154.3000031
2021-09-02 0:00:00,153.6499939
2021-09-01 0:00:00,152.5099945
2021-08-31 0:00:00,151.8300018
2021-08-30 0:00:00,153.1199951
2021-08-27 0:00:00,148.6000061
2021-08-26 0:00:00,147.5399933
2021-08-25 0:00:00,148.3600006
2021-08-24 0:00:00,149.6199951
2021-08-23 0:00:00,149.7100067
2021-08-20 0:00:00,148.1900024
2021-08-19 0:00:00,146.6999969
2021-08-18 0:00:00,146.3600006
2021-08-17 0:00:00,150.1900024
2021-08-16 0:00:00,151.1199951
2021-08-13 0:00:00,149.1000061
2021-08-12 0:00:00,148.8899994
2021-08-11 0:00:00,145.8600006
2021-08-10 0:00:00,145.6000061
2021-08-09 0:00:00,146.0899963
2021-08-06 0:00:00,146.1399994
2021-08-05 0:00:00,147.0599976
2021-08-04 0:00:00,146.9499969
2021-08-03 0:00:00,147.3600006
2021-08-02 0:00:00,145.5200043
2021-07-30 0:00:00,145.8600006
2021-07-29 0:00:00,145.6399994
2021-07-28 0:00:00,144.9799957
2021-07-27 0:00:00,146.7700043
2021-07-26 0:00:00,148.9900055
2021-07-23 0:00:00,148.5599976
2021-07-22 0:00:00,146.8000031
2021-07-21 0:00:00,145.3999939
2021-07-20 0:00:00,146.1499939
2021-07-19 0:00:00,142.4499969
2021-07-16 0:00:00,146.3899994
2021-07-15 0:00:00,148.4799957
2021-07-14 0:00:00,149.1499939
2021-07-13 0:00:00,145.6399994
2021-07-12 0:00:00,144.5
2021-07-09 0:00:00,145.1100006
2021-07-08 0:00:00,143.2400055
2021-07-07 0:00:00,144.5700073
2021-07-06 0:00:00,142.0200043
2021-07-02 0:00:00,139.9600067
2021-07-01 0:00:00,137.2700043
2021-06-30 0:00:00,136.9600067
2021-06-29 0:00:00,136.3300018
2021-06-28 0:00:00,134.7799988
2021-06-25 0:00:00,133.1100006
2021-06-24 0:00:00,133.4100037
2021-06-23 0:00:00,133.6999969
2021-06-22 0:00:00,133.9799957
2021-06-21 0:00:00,132.3000031
2021-06-18 0:00:00,130.4600067
2021-06-17 0:00:00,131.7899933
2021-06-16 0:00:00,130.1499939
2021-06-15 0:00:00,129.6399994
2021-06-14 0:00:00,130.4799957
2021-06-11 0:00:00,127.3499985
2021-06-10 0:00:00,126.1100006
2021-06-09 0:00:00,127.1299973
2021-06-08 0:00:00,126.7399979
2021-06-07 0:00:00,125.9000015
2021-06-04 0:00:00,125.8899994
2021-06-03 0:00:00,123.5400009
2021-06-02 0:00:00,125.0599976
2021-06-01 0:00:00,124.2799988
2021-05-28 0:00:00,124.6100006
2021-05-27 0:00:00,125.2799988
2021-05-26 0:00:00,126.8499985
2021-05-25 0:00:00,126.9000015
2021-05-24 0:00:00,127.0999985
2021-05-21 0:00:00,125.4300003
2021-05-20 0:00:00,127.3099976
2021-05-19 0:00:00,124.6900024
2021-05-18 0:00:00,124.8499985
2021-05-17 0:00:00,126.2699966
2021-05-14 0:00:00,127.4499969
2021-05-13 0:00:00,124.9700012
2021-05-12 0:00:00,122.7699966
2021-05-11 0:00:00,125.9100037
2021-05-10 0:00:00,126.8499985
2021-05-07 0:00:00,130.2100067
2021-05-06 0:00:00,129.7400055
2021-05-05 0:00:00,128.1000061
2021-05-04 0:00:00,127.8499985
2021-05-03 0:00:00,132.5399933
2021-04-30 0:00:00,131.4600067
2021-04-29 0:00:00,133.4799957
2021-04-28 0:00:00,133.5800018
2021-04-27 0:00:00,134.3899994
2021-04-26 0:00:00,134.7200012
2021-04-23 0:00:00,134.3200073
2021-04-22 0:00:00,131.9400024
2021-04-21 0:00:00,133.5
2021-04-20 0:00:00,133.1100006
2021-04-19 0:00:00,134.8399963
2021-04-16 0:00:00,134.1600037
2021-04-15 0:00:00,134.5
2021-04-14 0:00:00,132.0299988
2021-04-13 0:00:00,134.4299927
2021-04-12 0:00:00,131.2400055
2021-04-09 0:00:00,133
2021-04-08 0:00:00,130.3600006
2021-04-07 0:00:00,127.9000015
2021-04-06 0:00:00,126.2099991
2021-04-05 0:00:00,125.9000015
2021-04-01 0:00:00,123
2021-03-31 0:00:00,122.1500015
2021-03-30 0:00:00,119.9000015
2021-03-29 0:00:00,121.3899994
2021-03-26 0:00:00,121.2099991
2021-03-25 0:00:00,120.5899963
2021-03-24 0:00:00,120.0899963
2021-03-23 0:00:00,122.5400009
2021-03-22 0:00:00,123.3899994
2021-03-19 0:00:00,119.9899979
2021-03-18 0:00:00,120.5299988
2021-03-17 0:00:00,124.7600021
2021-03-16 0:00:00,125.5699997
2021-03-15 0:00:00,123.9899979
2021-03-12 0:00:00,121.0299988
2021-03-11 0:00:00,121.9599991
2021-03-10 0:00:00,119.9800034
2021-03-09 0:00:00,121.0899963
2021-03-08 0:00:00,116.3600006
2021-03-05 0:00:00,121.4199982
2021-03-04 0:00:00,120.1299973
2021-03-03 0:00:00,122.0599976
2021-03-02 0:00:00,125.1200027
2021-03-01 0:00:00,127.7900009
2021-02-26 0:00:00,121.2600021
2021-02-25 0:00:00,120.9899979
2021-02-24 0:00:00,125.3499985
2021-02-23 0:00:00,125.8600006
2021-02-22 0:00:00,126
2021-02-19 0:00:00,129.8699951
2021-02-18 0:00:00,129.7100067
2021-02-17 0:00:00,130.8399963
2021-02-16 0:00:00,133.1900024
2021-02-12 0:00:00,135.3699951
2021-02-11 0:00:00,135.1300049
2021-02-10 0:00:00,135.3899994
2021-02-09 0:00:00,136.0099945
2021-02-08 0:00:00,136.9100037
2021-02-05 0:00:00,136.7599945
2021-02-04 0:00:00,137.3899994
2021-02-03 0:00:00,133.9400024
2021-02-02 0:00:00,134.9900055
2021-02-01 0:00:00,134.1399994
2021-01-29 0:00:00,131.9600067
2021-01-28 0:00:00,137.0899963
2021-01-27 0:00:00,142.0599976
2021-01-26 0:00:00,143.1600037
2021-01-25 0:00:00,142.9199982
2021-01-22 0:00:00,139.0700073
2021-01-21 0:00:00,136.8699951
2021-01-20 0:00:00,132.0299988
2021-01-19 0:00:00,127.8300018
2021-01-15 0:00:00,127.1399994
2021-01-14 0:00:00,128.9100037
2021-01-13 0:00:00,130.8899994
2021-01-12 0:00:00,128.8000031
2021-01-11 0:00:00,128.9799957
2021-01-08 0:00:00,132.0500031
2021-01-07 0:00:00,130.9199982
2021-01-06 0:00:00,126.5999985
2021-01-05 0:00:00,131.0099945
2021-01-04 0:00:00,129.4100037
2020-12-31 0:00:00,132.6900024
2020-12-30 0:00:00,133.7200012
2020-12-29 0:00:00,134.8699951
2020-12-28 0:00:00,136.6900024
2020-12-24 0:00:00,131.9700012
2020-12-23 0:00:00,130.9600067
2020-12-22 0:00:00,131.8800049
2020-12-21 0:00:00,128.2299957
2020-12-18 0:00:00,126.6600037
2020-12-17 0:00:00,128.6999969
2020-12-16 0:00:00,127.8099976
2020-12-15 0:00:00,127.8799973
2020-12-14 0:00:00,121.7799988
2020-12-11 0:00:00,122.4100037
2020-12-10 0:00:00,123.2399979
2020-12-09 0:00:00,121.7799988
2020-12-08 0:00:00,124.3799973
2020-12-07 0:00:00,123.75
2020-12-04 0:00:00,122.25
2020-12-03 0:00:00,122.9400024
2020-12-02 0:00:00,123.0800018
2020-12-01 0:00:00,122.7200012
2020-11-30 0:00:00,119.0500031
2020-11-27 0:00:00,116.5899963
2020-11-25 0:00:00,116.0299988
2020-11-24 0:00:00,115.1699982
2020-11-23 0:00:00,113.8499985
2020-11-20 0:00:00,117.3399963
2020-11-19 0:00:00,118.6399994
2020-11-18 0:00:00,118.0299988
2020-11-17 0:00:00,119.3899994
2020-11-16 0:00:00,120.3000031
2020-11-13 0:00:00,119.2600021
2020-11-12 0:00:00,119.2099991
2020-11-11 0:00:00,119.4899979
2020-11-10 0:00:00,115.9700012
2020-11-09 0:00:00,116.3199997
2020-11-06 0:00:00,118.6900024
2020-11-05 0:00:00,119.0299988
2020-11-04 0:00:00,114.9499969
2020-11-03 0:00:00,110.4400024
2020-11-02 0:00:00,108.7699966
2020-10-30 0:00:00,108.8600006
2020-10-29 0:00:00,115.3199997
2020-10-28 0:00:00,111.1999969
2020-10-27 0:00:00,116.5999985
2020-10-26 0:00:00,115.0500031
2020-10-23 0:00:00,115.0400009
2020-10-22 0:00:00,115.75
2020-10-21 0:00:00,116.8700027
2020-10-20 0:00:00,117.5100021
2020-10-19 0:00:00,115.9800034
2020-10-16 0:00:00,119.0199966
2020-10-15 0:00:00,120.7099991
2020-10-14 0:00:00,121.1900024
2020-10-13 0:00:00,121.0999985
2020-10-12 0:00:00,124.4000015
2020-10-09 0:00:00,116.9700012
2020-10-08 0:00:00,114.9700012
2020-10-07 0:00:00,115.0800018
2020-10-06 0:00:00,113.1600037
2020-10-05 0:00:00,116.5
2020-10-02 0:00:00,113.0199966
2020-10-01 0:00:00,116.7900009
2020-09-30 0:00:00,115.8099976
2020-09-29 0:00:00,114.0899963
2020-09-28 0:00:00,114.9599991
2020-09-25 0:00:00,112.2799988
2020-09-24 0:00:00,108.2200012
2020-09-23 0:00:00,107.1200027
2020-09-22 0:00:00,111.8099976
2020-09-21 0:00:00,110.0800018
2020-09-18 0:00:00,106.8399963
2020-09-17 0:00:00,110.3399963
2020-09-16 0:00:00,112.1299973
2020-09-15 0:00:00,115.5400009
2020-09-14 0:00:00,115.3600006
2020-09-11 0:00:00,112
2020-09-10 0:00:00,113.4899979
2020-09-09 0:00:00,117.3199997
2020-09-08 0:00:00,112.8199997
2020-09-04 0:00:00,120.9599991
2020-09-03 0:00:00,120.8799973
2020-09-02 0:00:00,131.3999939
2020-09-01 0:00:00,134.1799927
2020-08-31 0:00:00,129.0399933
2020-08-28 0:00:00,124.8075027
2020-08-27 0:00:00,125.0100021
2020-08-26 0:00:00,126.5224991
2020-08-25 0:00:00,124.8249969
2020-08-24 0:00:00,125.8574982
2020-08-21 0:00:00,124.3700027
2020-08-20 0:00:00,118.2750015
2020-08-19 0:00:00,115.7074966
2020-08-18 0:00:00,115.5625
2020-08-17 0:00:00,114.6074982
2020-08-14 0:00:00,114.9075012
2020-08-13 0:00:00,115.0100021
2020-08-12 0:00:00,113.0100021
2020-08-11 0:00:00,109.375
2020-08-10 0:00:00,112.7275009
2020-08-07 0:00:00,111.1125031
2020-08-06 0:00:00,113.9024963
2020-08-05 0:00:00,110.0625
2020-08-04 0:00:00,109.6650009
